"SubscriptionName","ResourceGroupName","Location","VmName","NSG","Subnetname"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS","uksouth","wasloanivlsk09","7c16_PreProd_NSG_LOANS_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS","uksouth","webloanivlsk04","7c16_PreProd_NSG_LOANS_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS","uksouth","webloanivlsk05","7c16_PreProd_NSG_LOANS_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS_v2","uksouth","dbloanivlsk10","7c16_PreProd_NSG_LOANS_v2_DB","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS_v2","uksouth","dmgloanivlsk02","7c16_PreProd_NSG_LOANS_v2_DMGR","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS_v2","uksouth","wasloanivlsk12","7c16_PreProd_NSG_LOANS_v2_WAS","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS_v2","uksouth","wasloanivlsk13","7c16_PreProd_NSG_LOANS_v2_WAS","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS_v2","uksouth","wasloanivlsk14","7c16_PreProd_NSG_LOANS_v2_WAS","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS_v2","uksouth","wasloanivlsk15","7c16_PreProd_NSG_LOANS_v2_WAS","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS_v2","uksouth","webloanivlsk08","7c16_PreProd_NSG_LOANS_v2_WEB","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_LOANS_v2","uksouth","webloanivlsk09","7c16_PreProd_NSG_LOANS_v2_WEB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MICROSTRATEGY","uksouth","webanaivlsk02","7c16_PreProd_NSG_MICROSTRATEGY_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MICROSTRATEGY","uksouth","webanaivlsk03","7c16_PreProd_NSG_MICROSTRATEGY_WEB","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MICROSTRATEGY","uksouth","webanaivlsk04","7c16_PreProd_NSG_MICROSTRATEGY_WEB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MICROSTRATEGY","uksouth","webanaivlsk05","7c16_PreProd_NSG_MICROSTRATEGY_WEB","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIBS2","uksouth","dbemp1ivlsk06","7c16_PreProd_NSG_MOBIBS2_DB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIBS2","uksouth","dmgemp1ivlsk00","7c16_PreProd_NSG_MOBIBS2_DMGR","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIBS2","uksouth","wasemp1ivlsk02","7c16_PreProd_NSG_MOBIBS2_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIBS2","uksouth","wasemp1ivlsk03","7c16_PreProd_NSG_MOBIBS2_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIBS2","uksouth","webemp1ivlsk04","7c16_PreProd_NSG_MOBIBS2_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIBS2","uksouth","webemp1ivlsk05","7c16_PreProd_NSG_MOBIBS2_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRO","uksouth","dbmmobivlsk04","7c16_PreProd_NSG_MOBIRO_DB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRO","uksouth","wasmmobivlsk02","7c16_PreProd_NSG_MOBIRO_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRO","uksouth","wasmmobivlsk03","7c16_PreProd_NSG_MOBIRO_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRO","uksouth","webmmobivlsk02","7c16_PreProd_NSG_MOBIRO_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRO","uksouth","webmmobivlsk03","7c16_PreProd_NSG_MOBIRO_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRPLT","uksouth","dbmobiivlsk20","7c16_PreProd_NSG_MOBIRPLT_DB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRPLT","uksouth","dmgmobiivlsk12","7c16_PreProd_NSG_MOBIRPLT_DMGR","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRPLT","uksouth","wasmobiivlsk24","7c16_PreProd_NSG_MOBIRPLT_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRPLT","uksouth","wasmobiivlsk25","7c16_PreProd_NSG_MOBIRPLT_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRPLT","uksouth","wasmobiivlsk26","7c16_PreProd_NSG_MOBIRPLT_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRPLT","uksouth","wasmobiivlsk27","7c16_PreProd_NSG_MOBIRPLT_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRPLT","uksouth","webmobiivlsk20","7c16_PreProd_NSG_MOBIRPLT_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRPLT","uksouth","webmobiivlsk21","7c16_PreProd_NSG_MOBIRPLT_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRS2","uksouth","dbmobiivlsk40","7c16_PreProd_NSG_MOBIRS2_DB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRS2","uksouth","wasmobiivlsk36","7c16_PreProd_NSG_MOBIRS2_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRS2","uksouth","wasmobiivlsk37","7c16_PreProd_NSG_MOBIRS2_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRS2","uksouth","wasmobiivlsk38","7c16_PreProd_NSG_MOBIRS2_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRS2","uksouth","wasmobiivlsk39","7c16_PreProd_NSG_MOBIRS2_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRS2","uksouth","webmobiivlsk30","7c16_PreProd_NSG_MOBIRS2_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MOBIRS2","uksouth","webmobiivlsk31","7c16_PreProd_NSG_MOBIRS2_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT","uksouth","dbbkngivlsk08","7c16_PreProd_NSG_MORT_DB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT","uksouth","dmgbkngivlsk02","7c16_PreProd_NSG_MORT_DMGR","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT","uksouth","wasbkngivlsk06","7c16_PreProd_NSG_MORT_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT","uksouth","wasbkngivlsk07","7c16_PreProd_NSG_MORT_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT","uksouth","webbkngivlsk06","7c16_PreProd_NSG_MORT_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT","uksouth","webbkngivlsk07","7c16_PreProd_NSG_MORT_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORTGAGE_PRINTING","uksouth","mqbkscivlsk70","7c16_PreProd_NSG_MORTGAGE_PRINTING_WEB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORTGAGE_PRINTING","uksouth","mqbkscivlsk71","7c16_PreProd_NSG_MORTGAGE_PRINTING_WEB","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT_v2","uksouth","dbbkngivlsk12","7c16_PreProd_NSG_MORT_v2_DB","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT_v2","uksouth","dbbkngivlsk13","7c16_PreProd_NSG_MORT_v2_DB","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT_v2","uksouth","dmgbkngivlsk04","7c16_PreProd_NSG_MORT_v2_DMGR","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT_v2","uksouth","wasbkngivlsk08","7c16_PreProd_NSG_MORT_v2_WAS","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT_v2","uksouth","wasbkngivlsk09","7c16_PreProd_NSG_MORT_v2_WAS","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT_v2","uksouth","webbkngivlsk08","7c16_PreProd_NSG_MORT_v2_WEB","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MORT_v2","uksouth","webbkngivlsk09","7c16_PreProd_NSG_MORT_v2_WEB","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP","uksouth","wasilogivlsk30","7c16_PreProd_NSG_MTP_WAS","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP","uksouth","wasilogivlsk31","7c16_PreProd_NSG_MTP_WAS","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP","uksouth","webilogivlsk30","7c16_PreProd_NSG_MTP_WEB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP_BATCH","uksouth","wasilogivlsk00","7c16_PreProd_NSG_MTP_BATCH_WAS","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP_BATCH","uksouth","wasilogivlsk01","7c16_PreProd_NSG_MTP_BATCH_WAS","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP_BATCH","uksouth","webilogivlsk00","7c16_PreProd_NSG_MTP_BATCH_WEB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP_BATCH","uksouth","webilogivlsk01","7c16_PreProd_NSG_MTP_BATCH_WEB","7c16_PREPROD_10.52.5.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP_RT","uksouth","wasilogivlsk04","7c16_PreProd_NSG_MTP_RT_WAS","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP_RT","uksouth","wasilogivlsk05","7c16_PreProd_NSG_MTP_RT_WAS","7c16_PREPROD_10.52.3.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP_RT","uksouth","webilogivlsk04","7c16_PreProd_NSG_MTP_RT_WEB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MTP_RT","uksouth","webilogivlsk05","7c16_PreProd_NSG_MTP_RT_WEB","7c16_PREPROD_10.52.3.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MYBAAR","uksouth","dbmulivlsk158","7c16_PreProd_NSG_MYBAAR_db","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MYBAAR","uksouth","dbmulivlsk159","7c16_PreProd_NSG_MYBAAR_db","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_MYBAAR","uksouth","dbmulivlsk160","7c16_PreProd_NSG_MYBAAR_db","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_NATURALLANGUAGE","uksouth","fsrvstpivlsk00","7c16_PreProd_NSG_NATURALLANGUAGE_APP","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_NUXEO","uksouth","dbnuxivlsk04","7c16_PreProd_NSG_NUXEO_DB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_NUXEO","uksouth","dbnuxivlsk05","7c16_PreProd_NSG_NUXEO_DB","7c16_PREPROD_10.52.3.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_NUXEO","uksouth","dbnuxivlsk06","7c16_PreProd_NSG_NUXEO_DB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_NUXEO","uksouth","srvnuxivlsk10","7c16_PreProd_NSG_NUXEO_APP","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_DIGITAL_MORTGAGE","uksouth","dmgpar16ivlsk01","7c16_PreProd_NSG_OLA_DIGITAL_MORTGAGE_DMGR","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_DIGITAL_MORTGAGE","uksouth","waspar16ivlsk02","7c16_PreProd_NSG_OLA_DIGITAL_MORTGAGE_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_DIGITAL_MORTGAGE","uksouth","waspar16ivlsk03","7c16_PreProd_NSG_OLA_DIGITAL_MORTGAGE_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_DIGITAL_MORTGAGE","uksouth","webpar16ivlsk02","7c16_PreProd_NSG_OLA_DIGITAL_MORTGAGE_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_DIGITAL_MORTGAGE","uksouth","webpar16ivlsk03","7c16_PreProd_NSG_OLA_DIGITAL_MORTGAGE_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_ESAVER_SECURE","uksouth","waspar18ivlsk02","7c16_PreProd_NSG_OLA_ESAVER_SECURE_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_ESAVER_SECURE","uksouth","waspar18ivlsk03","7c16_PreProd_NSG_OLA_ESAVER_SECURE_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_ESAVER_SECURE","uksouth","webpar18ivlsk02","7c16_PreProd_NSG_OLA_ESAVER_SECURE_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_ESAVER_SECURE","uksouth","webpar18ivlsk03","7c16_PreProd_NSG_OLA_ESAVER_SECURE_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_PUBLIC","uksouth","waspar10ivlsk04","7c16_PreProd_NSG_OLA_PUBLIC_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_PUBLIC","uksouth","waspar10ivlsk05","7c16_PreProd_NSG_OLA_PUBLIC_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_PUBLIC","uksouth","webpar10ivlsk04","7c16_PreProd_NSG_OLA_PUBLIC_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_PUBLIC","uksouth","webpar10ivlsk05","7c16_PreProd_NSG_OLA_PUBLIC_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_PUB_OJ_V8","uksouth","waspar17ivlsk02","7c16_PreProd_NSG_OLA_PUB_OJ_V8_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_PUB_OJ_V8","uksouth","waspar17ivlsk03","7c16_PreProd_NSG_OLA_PUB_OJ_V8_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_PUB_OJ_V8","uksouth","webpar17ivlsk02","7c16_PreProd_NSG_OLA_PUB_OJ_V8_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OLA_PUB_OJ_V8","uksouth","webpar17ivlsk03","7c16_PreProd_NSG_OLA_PUB_OJ_V8_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_ONLINEBANKINGNAVIMPROVE","uksouth","webmulivlsk10","7c16_PreProd_NSG_ONLINEBANKINGNAVIMPROVE_WEB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OPENBANKING","uksouth","dbobgivlsk00","7c16_PreProd_NSG_OPENBANKING_DB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OPENBANKING","uksouth","dbobgivlsk01","7c16_PreProd_NSG_OPENBANKING_DB","7c16_PREPROD_10.52.3.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OPENBANKING","uksouth","dbobgivlsk02","7c16_PreProd_NSG_OPENBANKING_DB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_OPENBANKING","uksouth","dbobgivlsk03","7c16_PreProd_NSG_OPENBANKING_DB","7c16_PREPROD_10.52.3.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PREPROD_RG_OPTICASH","uksouth","wasoptiivlsk00","7c16_PreProd_NSG_OPTICASH_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PREPROD_RG_OPTICASH","uksouth","wasoptiivlsk01","7c16_PreProd_NSG_OPTICASH_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PARTYDATAMANAGEMENT","uksouth","dbpadmivlsk00","7c16_PreProd_NSG_PARTYDATAMANAGEMENT_DB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY","uksouth","dbpayivlsk02","7c16_PreProd_NSG_PAY_DB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY","uksouth","dmgpayivlsk00","7c16_PreProd_NSG_PAY_DMGR","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY","uksouth","waspayivlsk04","7c16_PreProd_NSG_PAY_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY","uksouth","waspayivlsk05","7c16_PreProd_NSG_PAY_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY","uksouth","waspayivlsk06","7c16_PreProd_NSG_PAY_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY","uksouth","waspayivlsk07","7c16_PreProd_NSG_PAY_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY","uksouth","webpayivlsk02","7c16_PreProd_NSG_PAY_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY","uksouth","webpayivlsk03","7c16_PreProd_NSG_PAY_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PREPROD_RG_PAYPILOT","uksouth","dbpayivlsk304","7c16_PreProd_NSG_PAYPILOT_DB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PREPROD_RG_PAYPILOT","uksouth","dmgpayivlsk301","7c16_PreProd_NSG_PAYPILOT_DMGR","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PREPROD_RG_PAYPILOT","uksouth","waspayivlsk308","7c16_PreProd_NSG_PAYPILOT_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PREPROD_RG_PAYPILOT","uksouth","waspayivlsk310","7c16_PreProd_NSG_PAYPILOT_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PREPROD_RG_PAYPILOT","uksouth","webpayivlsk304","7c16_PreProd_NSG_PAYPILOT_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY_v2","uksouth","dbpayivlsk04","7c16_PreProd_NSG_PAY_v2_DB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY_v2","uksouth","dmgpayivlsk01","7c16_PreProd_NSG_PAY_v2_DMGR","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY_v2","uksouth","waspayivlsk08","7c16_PreProd_NSG_PAY_v2_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY_v2","uksouth","waspayivlsk09","7c16_PreProd_NSG_PAY_v2_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY_v2","uksouth","waspayivlsk10","7c16_PreProd_NSG_PAY_v2_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY_v2","uksouth","waspayivlsk11","7c16_PreProd_NSG_PAY_v2_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY_v2","uksouth","webpayivlsk04","7c16_PreProd_NSG_PAY_v2_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PAY_v2","uksouth","webpayivlsk05","7c16_PreProd_NSG_PAY_v2_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PCSM_RISK_STRATEGY","uksouth","wassaleivlsk02","7c16_PreProd_NSG_PCSM_RISK_STRATEGY_WAS","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PCSM_RISK_STRATEGY","uksouth","wassaleivlsk03","7c16_PreProd_NSG_PCSM_RISK_STRATEGY_WAS","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PCSM_RISK_STRATEGY","uksouth","websaleivlsk02","7c16_PreProd_NSG_PCSM_RISK_STRATEGY_WEB","7c16_PREPROD_10.52.0.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PCSM_RISK_STRATEGY","uksouth","websaleivlsk03","7c16_PreProd_NSG_PCSM_RISK_STRATEGY_WEB","7c16_PREPROD_10.52.1.0-24_AZ2"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PEGA_BPM","uksouth","dbpegaivlsk06","7c16_PreProd_NSG_PEGA_BPM_DB","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PEGA_BPM","uksouth","srvpegaivlsk12","7c16_PreProd_NSG_PEGA_BPM_APP","7c16_PREPROD_10.52.6.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PIONLINE","uksouth","waspiivlsk02","7c16_PreProd_NSG_PIONLINE_WAS","7c16_PREPROD_10.52.4.0-24_AZ1"
"RBUK_PRE_PREPROD_Azure","7c16_PreProd_RG_PIONLINE","uksouth","webpiivlsk00","7c16_PreProd_NSG_PIONLINE_WEB","7c16_PREPROD_10.52.4.0-24_AZ1"
